id,title,condition,category_id,category_name,seller_id,seller_nickname,original_price,sale_price,available_quantity,store_pick_up,free_shipping,state_name,city_name
MLB3686779712,Pilha Alcalina Aa Pequena Duracell Com 16 Unidades,new,MLB7060,"Eletrônicos, Áudio e Vídeo",322009325,ARCOZ DISTRIBUIDORA,93.75,67.9,500,False,False,São Paulo,São Paulo
MLB5017144176,Smart Tv Led 32 Hd Samsung Ls32betblggxzd 2 Hdmi 1 Usb Preto,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,1798.34,1079,500,False,True,São Paulo,São Paulo
MLB3762709747,Smart Tv 32 LG Hd 32lr600b Processador 5 Ger6 Alexa Webos,new,MLB1002,"Eletrônicos, Áudio e Vídeo",743518733,2ELETRO INFO,1365.56,1119,500,False,True,Minas Gerais,Belo Horizonte
MLB5175997326,Caixa Caixinha De Som Bluetooth Portatil Radio Fm Potente Cor Preto Grasep Dd-3138,new,MLB3843,"Eletrônicos, Áudio e Vídeo",711949118,VM.COMÉRCIO,,79,1,False,True,São Paulo,Jundiaí
MLB3422025165,Processador De Audio Digital Taramps Pro 2.4s Equalizador Automotivo Crossover Som 4 Vias Regulador Audio Automotivo,new,MLB270234,"Eletrônicos, Áudio e Vídeo",670951102,RADICALSOM.COM.BR,268,209,500,False,True,Santa Catarina,Indaial
MLB3360545307,Echo Pop Smart Speaker Amazon Compacto Com Som Envolvente E Alexa Cor Branca,new,MLB278167,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,349,207.45,500,False,True,São Paulo,Cajamar
MLB4370716942,Samsung Smart Tv 58'' Uhd 4k 58cu7700 2023 Processador Crystal 4k,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1158756553,SAMSUNGLOJAOFICIAL,2649,2476.82,500,False,False,São Paulo,São Paulo
MLB3301462109,Caixa Amplificada Connect Lights Cm-400 Preta Mondial Bivolt Cor Preto 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,806.9,399,100,False,True,São Paulo,Cajamar
MLB3489616091,Carregador De Pilhas Recarregáveis Duracell Aa/aaa Com 4 Aa,new,MLB11290,"Eletrônicos, Áudio e Vídeo",322009325,ARCOZ DISTRIBUIDORA,218.63,149.9,500,False,True,São Paulo,São Paulo
MLB4988379390,Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Cor Preto,new,MLB439409,"Eletrônicos, Áudio e Vídeo",1035828469,REDMAGICBRASILOFICIAL,1475,1150.5,250,False,True,São Paulo,São Paulo
MLB3866945761,Smart Tv 4k 43  LG Uhd 43ut8000 Processador A5 Ger7 Ai Alexa Chromecast Integrado Otimizador De Jogos Webos 24 Compatível Com Controle Smart Magic,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,3081.67,1849,50,False,True,São Paulo,São Paulo
MLB3908774087,Caixa Som Xiaomi Sound Outdoor 30w Bluetooth 5.4 Ip67 C/ Cor Black 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",242043535,MDVPRESENTES,,350,1,False,True,São Paulo,São Paulo
MLB3830562063,Smart Tv Led 43  Ultra Hd 4k LG 43ur781c0sa.bwz Preto Thinq Ai 3 Hdmi 2 Usb Wi-fi Bluetooth Hdr10,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,3081.67,1929.9,500,False,True,São Paulo,São Paulo
MLB5188726376,Amw Bu6000 Microfone Sem Fio 4 Canais Digital Auricular Uhf,new,MLB439409,"Eletrônicos, Áudio e Vídeo",111785624,WEBDIS_LOJA,,2159,1,False,True,Paraná,Curitiba
MLB3838174443,Smart Tv LG 43  Full Hd 43lr67 Ai Alexa Integrado Webos 23 Ai A5 Ger6 Bluetooth Usb Hdmi Wi Fi Com Controle Remoto Convencional,new,MLB1002,"Eletrônicos, Áudio e Vídeo",584911659,NEGOCIUN-SP,2373.75,1769,250,False,True,São Paulo,Guarulhos
MLB3629351717,Bestweei Bw-35 Suporte Braço Preto 80cm,new,MLB49488,"Eletrônicos, Áudio e Vídeo",401436533,HAPPYSHOPPING1688,,42.05,250,False,False,São Paulo,São Paulo
MLB4890721980,Caixa De Som Go 4 Black Jbl À Prova D'água Jblgo4blk Cor Preto 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",344811873,EASYTECHINFOR,299,249,250,False,True,Distrito Federal,Brasília
MLB3670256537,Samsung Smart Tv 43  Uhd 4k Un43du7700gxzd 2024 Processador Crystal 4k Gaming Hub Visual Livre De Cabos Som Em Movimento Virtual Ai Energy Mode Controle Solarcell Alexa Built In,new,MLB1002,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,3993.74,1939.98,5000,False,True,São Paulo,Cajamar
MLB4935613452,Smart Box Tv Proeletronic Prosb-3000 3 Geração Preto,new,MLB133950,"Eletrônicos, Áudio e Vídeo",67987059,KARZEN ELETRO,259.79,174.8,50,False,True,Minas Gerais,Santo Antônio do Monte
MLB3733825481,Mini Projetor Portátil 4k Android Full Hd Smart Wifi Cinema,new,MLB7596,"Eletrônicos, Áudio e Vídeo",1187908924,MIANO FIX,339.9,282.11,500,False,True,São Paulo,Osasco
MLB3878167277,Megafone Usb Recarregável C/sirene Gravador 500m,new,MLB270083,"Eletrônicos, Áudio e Vídeo",251613452,FORYOU ECOMMERCE,120,60,1,False,False,São Paulo,Arujá
MLB5113021406,Smart Tv 32 LG Led 32lr651cbsa Hdr Ai Thinq Led Hd 100v/240v,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,1831.67,1099,500,False,True,São Paulo,São Paulo
MLB3800637953,Caixa De Som Bluetooth Jbl Partybox Encore Essential Origina Cor Preto 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,1899,1489.74,250,False,True,São Paulo,Cajamar
MLB5093747834,Smart Tv LG 43  Full Hd Hdr10 Thinq Ai Webos Wifi5 Bluetooth LG Thinq Alexa 60hz 43lr671c0sa.awz,new,MLB1002,"Eletrônicos, Áudio e Vídeo",743518733,2ELETRO INFO,2110,1642,500,False,True,Minas Gerais,Belo Horizonte
MLB4968545166,Sistema Microfone Duplo Hollyland Lark M2 Combo Sem Fio Cor Preto,new,MLB439409,"Eletrônicos, Áudio e Vídeo",1035828469,REDMAGICBRASILOFICIAL,1490,1147.3,200,False,True,São Paulo,São Paulo
MLB4647834810,Smart Tv 50du8000 50'' Crystal Uhd 4k 2024 Cor Cinza Titan Samsung 127v/220v,new,MLB1002,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,4778.9,2453.13,5000,False,True,São Paulo,Cajamar
MLB5061215240,Caixa De Som Bluetooth Partybox Stage 320 Jbl Blpbstage320br Preta 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",344811873,EASYTECHINFOR,4400,2949,250,False,True,Distrito Federal,Brasília
MLB3832111585,Microfone Sem Fio Jbl Partybox X 2 Recarregável Preto,new,MLB439409,"Eletrônicos, Áudio e Vídeo",185147827,GALPAO 12,721,598.43,1,False,True,São Paulo,Barueri
MLB3723954177,Smart Tv 32'' Ptv32g7pr2csblh Roku Led Philco Bivolt,new,MLB1002,"Eletrônicos, Áudio e Vídeo",750553953,SHOP EV,1399,999,250,False,True,São Paulo,São Paulo
MLB3340413711,"Echo Dot 5ª Geração Alto-falante De 1,73 Azul Amazon",new,MLB278167,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,429,280.61,500,False,True,São Paulo,Cajamar
MLB3872318719,Smart Tv Samsung Bet-m Full Hd 43  110v/220v,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1168726042,MEGAMAMUTE FULLMG,2819,1691.4,1,False,True,Minas Gerais,Extrema
MLB4796581904,Caixa De Som Bluetooth Portátil Go 4 Jbl - Azul,new,MLB3843,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,319,269,500,False,True,São Paulo,Cajamar
MLB5177017566,Kit Barras Led Compatível Para Tv 42lb5800 42lb5600 42lb6500,new,MLB264683,"Eletrônicos, Áudio e Vídeo",274944864,MERCADO.LED,130.9,75.92,50,False,False,Minas Gerais,Belo Horizonte
MLB3459543991,Smart Tv Led 32'' S5400af Full Hd Android Tv Tcl 127/220v,new,MLB1002,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,1399,1012.95,5000,False,True,São Paulo,Cajamar
MLB4010199342,"Echo Dot 5ª Geração Alto-falante De 1,73 Preto Amazon B09b8vgcr8 Bivolt",new,MLB278167,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,429,272,500,False,True,São Paulo,Cajamar
MLB3460354119,Pop Filter Studio Anti Puff Para Microfone Condensador,new,MLB135937,"Eletrônicos, Áudio e Vídeo",53212238,LORBEN_OFICIAL,,27,50,False,False,São Paulo,São Paulo
MLB5028969560,Smart Tv Samsung Bet-b Hd 32  Bivolt,new,MLB1002,"Eletrônicos, Áudio e Vídeo",1917068106,VIKINGS_DIGITAL,1748.34,1098,500,False,True,São Paulo,São Paulo
MLB4796556596,Caixa De Som Bluetooth Portátil Go 4 Jbl - Branca,new,MLB3843,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,319,261.01,500,False,True,São Paulo,Cajamar
MLB1632127417,Smart Tv Samsung 32'' Hd Tizen T4300 Preto,new,MLB1002,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,1899,1009,5000,False,True,São Paulo,Cajamar
MLB3751430975,Braço Articulado Suporte De Mesa Para Microfone Aço,new,MLB439386,"Eletrônicos, Áudio e Vídeo",411621355,AIKINO BR,,39.9,50,False,False,São Paulo,Guarulhos
MLB3461172929,Smart Tv LG Thinq 43'' Ur7800 4k Uhd Hdr 10 Pro Bivolt,new,MLB1002,"Eletrônicos, Áudio e Vídeo",564615359,V.I.K_,3081.67,1899,500,False,True,São Paulo,São Paulo
MLB4896245998,Caixa De Som Bluetooth Sabala Dr-206 Preto Portátil,new,MLB3843,"Eletrônicos, Áudio e Vídeo",1592296563,SABALAOFFICIAL_BR,139.96,111.96,100,False,True,São Paulo,São Paulo
MLB4341185082,Kit Barra De Led  Agm76150201 43lj5500 43lj5550 43uj6300,new,MLB264683,"Eletrônicos, Áudio e Vídeo",1539966316,IMPORTACOESFERR20231107103614,75.77,58.34,100,False,False,Minas Gerais,Contagem
MLB5029294098,Tripé Iluminação Estúdio Altura De Até 2 Metros - Ys302,new,MLB278236,"Eletrônicos, Áudio e Vídeo",825712531,EVERESTFULL,49.99,29.99,1,False,False,São Paulo,São Paulo
MLB3685345739,Smart Tv 55c655 Advanced 55'' 4k Qled Processador Aipq Pro E DLG 120hz Tcl 110v/220v,new,MLB1002,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,3199,2499,500,False,True,São Paulo,Cajamar
MLB3847786481,Apple AirPods 4 Com Cancelamento De Ruído - Distribuidor Autorizado,new,MLB196208,"Eletrônicos, Áudio e Vídeo",480263032,Mercado Livre Eletronicos,,1499,1,False,True,São Paulo,Cajamar
MLB5088208874,Smart Tv LG 55  4k Ultra Hd 55ut8050psa Processador A5 Ger7 Ai Alexa/chromecast Integrado Otimizador De Jogos Webos 24 Com Controle Smart Magic,new,MLB1002,"Eletrônicos, Áudio e Vídeo",640436496,POST COMMERCE,4299,2579.4,50,False,True,São Paulo,São Paulo
MLB3713151313,Caixa Caixinha Som Portátil Bluetooth 10w Rgb Potente Top Cor Preto 110v/220v,new,MLB3843,"Eletrônicos, Áudio e Vídeo",37036809,PFP ECOMMERCE,,34,1,False,False,São Paulo,São Caetano do Sul
MLB5173780936,Kit 3 Barras De Led Un40j5200 Un40j5200ag Un40j5290 Un40j5290ag Ue40j5200 Ua40j5200 Un40t5300,new,MLB264683,"Eletrônicos, Áudio e Vídeo",17811360,GLOBAL-ECOMMERCE,81.29,59.85,150,False,False,Minas Gerais,Belo Horizonte
MLB3746092597,Suplemento Em Pó Integralmédica 100% Pura 300g,new,MLB264201,Esportes e Fitness,699665935,PADUASHOP,83,58,5000,False,False,São Paulo,Mairiporã
MLB4671368840,Freio Traseiro Hidraulico Shimano Altus Mt200 = M315 Mtb,new,MLB122186,Esportes e Fitness,1808296952,BIKELEVEL22,,184,200,False,True,São Paulo,Sorocaba
MLB3546876374,Bolsa Térmica Fitness Master Black Multiuso Porta Marmita Frasqueira Everbags  Preto,new,MLB18272,Esportes e Fitness,210371884,EVERBAGS MOCHILAS,,78.9,500,False,False,São Paulo,São Paulo
MLB3818949785,Descanso Apoio Lateral Alumínio Borracha Regulagem Aro 20a29 Cor Branco,new,MLB432087,Esportes e Fitness,486998642,OGM BIKE,26.5,21.73,1,False,False,Paraná,Cambé
MLB5095858730,Barraca Camping Mor Iglu Para Até 4 Pessoas Acampamento 409035,new,MLB3894,Esportes e Fitness,178333545,ATOZDISTRIBUIDORA,,127,1,False,True,São Paulo,São Paulo
MLB2147833620,Whey Pro Concentrado Pote 1kg - Max Titanium Sabor Morango,new,MLB122102,Esportes e Fitness,565098644,MAX_TITANIUM,92.79,66.9,500,False,False,São Paulo,Matão
MLB3680665983,Buzina Bike Sino De Guidão Bicicleta Pato De Capacete Hélice Cor Amarelo Capacete,new,MLB122173,Esportes e Fitness,94865076,MEGAVENDASONLINE1,,19.4,500,False,False,São Paulo,São Paulo
MLB3752266337,Invicta Garrafa Térmica Airpot Inox Slim De Vidro 1.8l Cor Prateado,new,MLB33388,Esportes e Fitness,1383657000,MAISELETROECOM,78.9,67.85,1,False,False,Distrito Federal,Brasília
MLB4812143184,Creatina Monohidratada Pura 500g Dark Lab Unidade,new,MLB264201,Esportes e Fitness,1867843782,DARKLAB,93.62,74.9,5000,False,False,São Paulo,Salto
MLB2794699684,Creatina Monohidratada 500g Soldiers Nutrition Sabor Natural,new,MLB122102,Esportes e Fitness,64196652,SOLDIERS NUTRITION,78.9,72.64,5000,False,False,São Paulo,São Paulo
MLB3691985459, Bomba De Pneu Car Air Pump Sem Fio 150 Psi Luz De Emergência Led Com Bateria Recarregável De 4000 Mah,new,MLB429490,Esportes e Fitness,1059555591,KOIR BRASIL,106.32,87.19,50000,False,True,São Paulo,Guarulhos
MLB5179448078,Lanterna Tática Militar Sabre De Luz,new,MLB430264,Esportes e Fitness,721051265,ECOM.HOME,,35.8,500,False,False,São Paulo,São Paulo
MLB3817089255,Creatina Monohidratada Em Pote 3000mg 100% Pura Dark Lab,new,MLB264201,Esportes e Fitness,1867843782,DARKLAB,78.9,58.9,5000,False,False,São Paulo,Salto
MLB3779569071,Velocímetros Bike Gps Xoss Bluetooth Ant Strava Cor G2 Plus,new,MLB9887,Esportes e Fitness,1447749595,ELETRONICOSEPRESENTES,,252,1,False,True,Goiás,Cocalzinho de Goiás
MLB4555347698,Creatina 300g Max Titanium Monohidratada Em Pó Sem Sabor,new,MLB264201,Esportes e Fitness,699665935,PADUASHOP,170,125,500,False,True,São Paulo,Mairiporã
MLB4859716700,Garrafa Térmica Termolar Lúmina Bomba De Pressão 1l,new,MLB33388,Esportes e Fitness,410990167,LOJAS ESTRELADOLAR,,74.99,200,False,False,São Paulo,Jacareí
MLB3634807095,Creatina Monohidratada Pote 300g 100% Pura  Soldiers Nutrition,new,MLB122102,Esportes e Fitness,64196652,SOLDIERS NUTRITION,78.9,54.19,500,False,False,São Paulo,São Paulo
MLB3904551089,Mini Compressor Elétrica Portátil E Multifuncional Ideal Para Pneus Bolas E Mais Bateria 4000mah Cor Preto,new,MLB371422,Esportes e Fitness,211264621,SBCARDOSOONLINE,,87.54,1,False,True,São Paulo,Campinas
MLB3807070759,Creatina Monohidratada Pura 600g Dark Lab Unidade,new,MLB264201,Esportes e Fitness,1867843782,DARKLAB,117.9,94.32,5000,False,True,São Paulo,Salto
MLB4209968434,Lanterna Tática Modelo Titanium Cor Preto,new,MLB430264,Esportes e Fitness,365243985,GETECOM,,49.45,100,False,False,São Paulo,Santo André
MLB5138063454,"Canote Selim Absolute Xl-350 Preto 27,2 X 350 Com Carrinho",new,MLB69695,Esportes e Fitness,39492662,ROUPASPARACICLISMO,,28.69,1,False,False,Santa Catarina,São José
MLB4812130742,Creatina Monohidratada Pura 1kg Dark Lab Unidade Sem Sabor,new,MLB264201,Esportes e Fitness,1867843782,DARKLAB,227,155.8,500,False,True,São Paulo,Salto
MLB4063179466,Creatina Monohidratada 600g 100% Pura Soldiers Nutrition Sem Sabor,new,MLB122102,Esportes e Fitness,64196652,SOLDIERS NUTRITION,154.9,92.94,5000,False,True,São Paulo,São Paulo
MLB3899191611,"Garrafa Térmica Pressão 1,8 L Café Chá Agua Quente E Fria",new,MLB33388,Esportes e Fitness,116155669,ISMAFER-VILA GUILHERME,101.39,65.9,250,False,False,São Paulo,Guarulhos
MLB3622254981,Lubrificante Session S-wax Cera Grafeno Corrente 100ml Pro,new,MLB122177,Esportes e Fitness,467214278,MINDBIKE,,103,50,False,True,São Paulo,Diadema
MLB2766771378,Creatina Monohidratada 1kg 100% Pura Soldiers Nutrition Sem Sabor,new,MLB122102,Esportes e Fitness,64196652,SOLDIERS NUTRITION,239.9,155.8,5000,False,True,São Paulo,São Paulo
MLB5097765382,Whey Protein Growth Basic Whey (1kg) - Growth Supplements Sabor Chocolate,new,MLB122102,Esportes e Fitness,235373425,CASACOISAETAL_,,54.9,1,False,False,São Paulo,Ourinhos
MLB5101235388,Alarme De Pesca Lk-1108,new,MLB3897,Esportes e Fitness,1617293970,CATFISHSTOREBR,,34.9,1,False,False,São Paulo,São Caetano do Sul
MLB5043635876,Cera Liquida 120ml Lubrificante Corrente Bike - Pico Expert,new,MLB122177,Esportes e Fitness,6144605,FBIKESHOP,,33.89,1,False,False,São Paulo,Cosmópolis
MLB4784152282,Albumina Naturovos 1kg Chocolate,new,MLB264201,Esportes e Fitness,1799359659,GHSUPLEMENTOS,78.9,63.12,200,False,False,Paraná,Campo Largo
MLB4787724302,Oleo Lubrificante Sintetico Atóxico Alimenticio Gp 800 300ml,new,MLB122177,Esportes e Fitness,407763942,COMODIDADEVIRTUAL,72.99,57,50,False,False,São Paulo,Araçoiaba da Serra
MLB3842290199,Soco Inglês Defesa Pessoal Soqueira Tático Aço Resistente,new,MLB18372,Esportes e Fitness,1002862947,MELI SHOOP,,20.52,1,False,False,São Paulo,Itaquaquecetuba
MLB3902252453,Glucosamina Condroitina Msm Prosize 180cps - Original,new,MLB264201,Esportes e Fitness,1428721279,AQTUDO,78.99,63.19,200,False,False,Santa Catarina,São José
MLB3627778199,Lubrificante Algoo Lube Cera Ptfe Premium 200 Ml 2 Unidades,new,MLB122177,Esportes e Fitness,39492662,ROUPASPARACICLISMO,,31.02,250,False,False,Santa Catarina,São José
MLB3883899595,Colchão Inflável Intex 64102 Casal Cor Bege Hasta 273kg De  1.37m X 1.91m X 0.25m,new,MLB4216,Esportes e Fitness,126257957,MULTI CONFORTO,,244.99,250,False,True,São Paulo,São Paulo
MLB3321287217,Suplemento En Pó New Millen Premium Proteínas Sabor Cookies & Cream X 1.8kg,new,MLB264201,Esportes e Fitness,1354124140,SAUDEVITAE,164.9,117.5,1,False,True,São Paulo,São Bernardo do Campo
MLB3696633554,Espessante Alimentar Biosen Para Alimentos Líquidos 400gr,new,MLB264201,Esportes e Fitness,205424738,CIRURGICA_BOTUCATU,52,47.84,1,False,False,São Paulo,Botucatu
MLB3385914137,Líquido Selante Tubeless- Selle Action Power Tubeless 500ml,new,MLB122184,Esportes e Fitness,198953402,SELLE ACTION,,79,50,False,True,Paraná,São José dos Pinhais
MLB3841093249,"Garrafa Térmica Grande Inox 2,5l Mônaco Unitermi Café Tereré",new,MLB33388,Esportes e Fitness,1175061885,SUPERMARIOSCOMERCIAL,,58.9,1,False,False,São Paulo,São José dos Campos
MLB3894582793,Biotta 25bi Suplemento Alimentar Com 30 Cápsulas - Marjan Sabor Sem Sabor,new,MLB122102,Esportes e Fitness,1953504013,FARMAABELA,,174,1,False,True,Santa Catarina,Blumenau
MLB4651601660,Lubrificante Session S-wax Grafeno Máximo Desempenho 100ml,new,MLB122177,Esportes e Fitness,208585455,SIDBIKES,,96.99,1,False,True,Santa Catarina,Indaial
MLB3206778886,Vitamina C 100% Pura E Concentrada - Fórmula Exclusiva Com 1000mg Por Cápsula - 120 Cápsulas,new,MLB264201,Esportes e Fitness,310666279,ABEAMERICA,78.99,40.73,500,False,False,São Paulo,Jundiaí
MLB5169914518,Balança Portátil Digital De Mão Mala Bagagem Pesca Até 50 Kg Cor Prateado,new,MLB48183,Esportes e Fitness,1328306496,CHAN_CHU,,26.25,1,False,False,São Paulo,Jundiaí
MLB4034478900,Suplemento Monohidratada Em Pó Max Titanium  Pote 3000mg Pó Sem Sabor,new,MLB264201,Esportes e Fitness,699665935,PADUASHOP,78.9,57,500,False,False,São Paulo,Mairiporã
MLB4265537022,Suporte De Bike 2 Bicicleta Bicicletário Estacionamentos,new,MLB270907,Esportes e Fitness,726497779,RAYA SHOP,39.75,38.55,5000,False,False,São Paulo,Itajobi
MLB5097830614,Extrato De Própolis Verde Puro 70% 30ml Apis Flora Imunidade,new,MLB264201,Esportes e Fitness,1906803532,LAUREVAREJO,49.95,39.96,50,False,False,São Paulo,Ribeirão Preto
MLB4657774572,"Garrafa Térmica Therm 1,9 Litros Inquebrável Inox Cor Prateado",new,MLB33388,Esportes e Fitness,284649958,STARVOX-AUDIOE-VIDEO-LTDA,,129,50,False,True,São Paulo,São Paulo
MLB3763992825,Bomba De Ar Car Air Pump Mini Compressor Portátil Calibra Encher Pneu De Carro Bike Moto Cor Preto Usb,new,MLB371422,Esportes e Fitness,1834181089,BLOGLED,,94.69,500,False,True,São Paulo,São Paulo
